654	-46808.680	172455.080	43.400	1.8247	-1.2100	-0.6632	0.0140	0.0150	0.0150
655	-46809.454	172457.892	43.400	1.8252	-1.1837	-0.6926	0.0140	0.0150	0.0150
656	-46810.204	172460.890	43.300	1.8258	-1.1316	-0.7376	0.0140	0.0150	0.0150
657	-46810.861	172463.825	43.300	1.8254	-1.2560	-0.7700	0.0140	0.0150	0.0150
658	-46811.634	172466.761	43.300	1.8256	-1.3265	-0.7610	0.0140	0.0150	0.0150
659	-46812.314	172469.665	43.232	1.8263	-1.2296	-0.7300	0.0140	0.0150	0.0150
660	-46813.064	172472.539	43.200	1.8265	-1.3146	-0.7673	0.0140	0.0150	0.0150
661	-46813.814	172475.413	43.200	1.8268	-1.3376	-0.8100	0.0140	0.0150	0.0150
662	-46814.542	172478.256	43.200	1.8270	-1.3032	-0.8300	0.0140	0.0150	0.0150
663	-46815.267	172481.284	43.100	1.8270	-1.3351	-0.8098	0.0140	0.0150	0.0150
664	-46815.995	172484.127	43.100	1.8274	-1.2990	-0.7320	0.0140	0.0150	0.0150
665	-46816.721	172487.124	43.100	1.8290	-1.2887	-0.6752	0.0140	0.0150	0.0150
666	-46817.471	172489.967	43.100	1.8316	-1.2096	-0.6300	0.0140	0.0150	0.0150
667	-46818.222	172492.810	43.000	1.8343	-1.2421	-0.6216	0.0140	0.0150	0.0150
668	-46819.041	172495.777	43.000	1.8371	-1.1815	-0.5826	0.0140	0.0150	0.0150
669	-46819.837	172498.744	43.000	1.8400	-1.1300	-0.5600	0.0140	0.0150	0.0150
670	-46820.588	172501.525	43.000	1.8424	-1.1532	-0.5534	0.0140	0.0150	0.0150
671	-46821.361	172504.492	43.000	1.8445	-1.2860	-0.5700	0.0140	0.0150	0.0150
672	-46822.227	172507.490	42.902	1.8465	-1.2508	-0.6194	0.0140	0.0150	0.0150
673	-46822.932	172510.210	42.900	1.8480	-1.2312	-0.5982	0.0140	0.0150	0.0150
674	-46823.798	172513.146	42.900	1.8498	-1.2932	-0.5236	0.0140	0.0150	0.0150
675	-46824.502	172516.020	42.900	1.8518	-1.2900	-0.5025	0.0140	0.0150	0.0150
676	-46825.368	172518.894	42.800	1.8538	-1.3332	-0.5366	0.0140	0.0150	0.0150
677	-46826.212	172521.738	42.800	1.8559	-1.3483	-0.5461	0.0140	0.0150	0.0150
678	-46827.055	172524.705	42.800	1.8580	-1.3145	-0.5165	0.0140	0.0150	0.0150
679	-46827.899	172527.549	42.800	1.8603	-1.3498	-0.4451	0.0140	0.0150	0.0150
680	-46828.742	172530.362	42.700	1.8625	-1.3188	-0.4406	0.0140	0.0150	0.0150
681	-46829.562	172533.298	42.700	1.8643	-1.2814	-0.4814	0.0140	0.0150	0.0150
682	-46830.406	172536.111	42.700	1.8661	-1.2723	-0.5595	0.0140	0.0150	0.0150
683	-46831.226	172539.016	42.700	1.8676	-1.2361	-0.6727	0.0140	0.0150	0.0150
684	-46832.046	172541.829	42.600	1.8683	-1.2926	-0.8052	0.0140	0.0150	0.0150
685	-46832.890	172544.703	42.600	1.8686	-1.3556	-0.9056	0.0140	0.0150	0.0150
686	-46833.849	172547.609	42.600	1.8692	-1.3770	-0.9165	0.0140	0.0150	0.0150
687	-46834.670	172550.453	42.535	1.8704	-1.3830	-0.9100	0.0140	0.0150	0.0150
688	-46835.490	172553.358	42.500	1.8717	-1.4195	-0.9430	0.0140	0.0150	0.0150
689	-46836.450	172556.203	42.500	1.8730	-1.3550	-1.0260	0.0140	0.0150	0.0150
690	-46837.270	172559.108	42.500	1.8744	-1.1675	-1.1650	0.0140	0.0150	0.0150
691	-46838.090	172561.890	42.500	1.8756	-1.2184	-1.2928	0.0140	0.0150	0.0150
692	-46839.050	172564.858	42.436	1.8770	-1.3056	-1.2844	0.0140	0.0150	0.0150
693	-46839.847	172567.608	42.400	1.8784	-1.4252	-1.1385	0.0140	0.0150	0.0150
694	-46840.807	172570.453	42.400	1.8800	-1.3433	-1.0463	0.0140	0.0150	0.0150
695	-46841.627	172573.327	42.400	1.8813	-1.2461	-1.0583	0.0140	0.0150	0.0150
696	-46842.587	172576.295	42.400	1.8825	-1.3600	-1.0440	0.0140	0.0150	0.0150
697	-46843.477	172579.047	42.300	1.8834	-1.3484	-0.9826	0.0140	0.0150	0.0150
698	-46844.344	172581.983	42.300	1.8837	-1.3108	-0.9844	0.0140	0.0150	0.0150
699	-46845.304	172584.735	42.300	1.8837	-1.1700	-1.0432	0.0140	0.0150	0.0150
700	-46846.171	172587.640	42.300	1.8837	-1.2300	-1.1404	0.0140	0.0150	0.0150
