580	-46761.412	172237.925	44.900	1.7273	-1.1274	1.4269	0.0140	0.0150	0.0150
581	-46761.812	172240.890	44.900	1.7301	-1.1416	1.1092	0.0140	0.0150	0.0150
582	-46762.329	172243.762	44.900	1.7321	-1.3224	0.9088	0.0140	0.0150	0.0150
583	-46762.776	172246.819	44.900	1.7348	-1.3004	1.0264	0.0140	0.0150	0.0150
584	-46763.176	172249.783	44.800	1.7371	-1.1563	1.1037	0.0140	0.0150	0.0150
585	-46763.740	172252.687	44.800	1.7386	-1.1216	1.0216	0.0140	0.0150	0.0150
586	-46764.163	172255.744	44.800	1.7396	-1.2017	0.9083	0.0140	0.0150	0.0150
587	-46764.704	172258.586	44.800	1.7402	-1.3200	0.6860	0.0140	0.0150	0.0150
588	-46765.127	172261.643	44.800	1.7409	-1.1778	0.3646	0.0140	0.0150	0.0150
589	-46765.690	172264.577	44.800	1.7423	-1.2012	0.1908	0.0140	0.0150	0.0150
590	-46766.090	172267.572	44.800	1.7439	-1.3920	0.1300	0.0140	0.0150	0.0150
591	-46766.654	172270.476	44.800	1.7453	-1.2776	0.0969	0.0140	0.0150	0.0150
592	-46767.100	172273.502	44.700	1.7468	-1.1400	0.1349	0.0140	0.0150	0.0150
593	-46767.641	172276.405	44.700	1.7481	-1.3300	0.1690	0.0140	0.0150	0.0150
594	-46768.204	172279.463	44.700	1.7495	-1.3206	0.0021	0.0140	0.0150	0.0150
595	-46768.628	172282.335	44.700	1.7506	-1.4070	-0.0505	0.0140	0.0150	0.0150
596	-46769.167	172285.424	44.688	1.7522	-1.6192	-0.1420	0.0140	0.0150	0.0150
597	-46769.731	172288.327	44.600	1.7529	-1.3500	-0.4860	0.0140	0.0150	0.0150
598	-46770.294	172291.385	44.600	1.7536	-1.2800	-0.8624	0.0140	0.0150	0.0150
599	-46770.717	172294.319	44.600	1.7553	-1.2674	-0.9400	0.0140	0.0150	0.0150
600	-46771.304	172297.315	44.600	1.7571	-1.3638	-0.8954	0.0140	0.0150	0.0150
601	-46771.867	172300.342	44.500	1.7587	-1.3276	-0.8376	0.0140	0.0150	0.0150
602	-46772.430	172303.246	44.500	1.7615	-1.3590	-0.7275	0.0140	0.0150	0.0150
603	-46772.994	172306.180	44.500	1.7653	-1.4575	-0.6550	0.0140	0.0150	0.0150
604	-46773.558	172309.115	44.500	1.7685	-1.3712	-0.7184	0.0140	0.0150	0.0150
605	-46774.121	172312.018	44.406	1.7714	-1.3876	-0.7206	0.0140	0.0150	0.0150
606	-46774.684	172315.138	44.400	1.7745	-1.3692	-0.6500	0.0140	0.0150	0.0150
607	-46775.271	172318.042	44.400	1.7760	-1.4375	-0.6990	0.0140	0.0150	0.0150
608	-46775.834	172320.976	44.400	1.7771	-1.3503	-0.8932	0.0140	0.0150	0.0150
609	-46776.421	172323.911	44.400	1.7767	-1.2834	-1.1873	0.0140	0.0150	0.0150
610	-46777.054	172326.876	44.348	1.7768	-1.3856	-1.1992	0.0140	0.0150	0.0150
611	-46777.711	172329.873	44.300	1.7774	-1.4572	-1.1804	0.0140	0.0150	0.0150
612	-46778.320	172332.870	44.300	1.7762	-1.5176	-1.3016	0.0140	0.0150	0.0150
613	-46778.907	172335.835	44.300	1.7750	-1.4614	-1.2988	0.0140	0.0150	0.0150
614	-46779.425	172338.646	44.254	1.7747	-1.5184	-1.0740	0.0140	0.0150	0.0150
615	-46780.058	172341.611	44.200	1.7745	-1.6344	-0.9084	0.0140	0.0150	0.0150
616	-46780.598	172344.638	44.200	1.7742	-1.6465	-0.9205	0.0140	0.0150	0.0150
617	-46781.184	172347.635	44.200	1.7740	-1.6206	-0.9300	0.0140	0.0150	0.0150
618	-46781.817	172350.631	44.200	1.7747	-1.5211	-0.8448	0.0140	0.0150	0.0150
619	-46782.381	172353.535	44.100	1.7754	-1.4700	-0.7416	0.0140	0.0150	0.0150
620	-46783.014	172356.470	44.100	1.7761	-1.5100	-0.7435	0.0140	0.0150	0.0150
621	-46783.648	172359.312	44.100	1.7764	-1.4512	-0.9520	0.0140	0.0150	0.0150
622	-46784.164	172362.339	44.100	1.7767	-1.4301	-1.0999	0.0140	0.0150	0.0150
623	-46784.798	172365.181	44.013	1.7794	-1.3513	-0.9952	0.0140	0.0150	0.0150
624	-46785.455	172368.209	44.000	1.7831	-1.3500	-0.8610	0.0140	0.0150	0.0150
625	-46786.018	172371.174	44.000	1.7871	-1.4538	-0.7900	0.0140	0.0150	0.0150
626	-46786.675	172374.109	44.000	1.7914	-1.5230	-0.8522	0.0140	0.0150	0.0150
627	-46787.355	172376.952	44.000	1.7963	-1.3266	-0.9790	0.0140	0.0150	0.0150
628	-46787.941	172379.979	43.916	1.8029	-1.4168	-1.0300	0.0140	0.0150	0.0150
629	-46788.622	172382.822	43.900	1.8114	-1.3036	-0.9918	0.0140	0.0150	0.0150
630	-46789.464	172385.850	43.900	1.8208	-1.3294	-0.8215	0.0140	0.0150	0.0150
631	-46790.144	172388.847	43.900	1.8309	-1.2998	-0.6195	0.0140	0.0150	0.0150
632	-46790.965	172391.629	43.900	1.8419	-1.3605	-0.4692	0.0140	0.0150	0.0150
633	-46791.784	172394.596	43.800	1.8533	-1.4103	-0.2210	0.0140	0.0150	0.0150
634	-46792.581	172397.501	43.800	1.8645	-1.3786	-0.0535	0.0140	0.0150	0.0150
635	-46793.494	172400.376	43.800	1.8746	-1.4100	0.0300	0.0140	0.0150	0.0150
636	-46794.292	172403.189	43.800	1.8818	-1.3665	-0.1470	0.0140	0.0150	0.0150
637	-46795.251	172406.064	43.700	1.8822	-1.1906	-0.5564	0.0140	0.0150	0.0150
638	-46796.119	172408.877	43.700	1.8803	-1.2042	-0.6737	0.0140	0.0150	0.0150
639	-46797.079	172411.752	43.700	1.8787	-1.2482	-0.6855	0.0140	0.0150	0.0150
640	-46797.969	172414.535	43.643	1.8746	-1.3470	-0.7642	0.0140	0.0150	0.0150
641	-46798.812	172417.440	43.600	1.8708	-1.4040	-0.6860	0.0140	0.0150	0.0150
642	-46799.656	172420.315	43.600	1.8655	-1.4358	-0.5821	0.0140	0.0150	0.0150
643	-46800.499	172423.189	43.600	1.8582	-1.2856	-0.6644	0.0140	0.0150	0.0150
644	-46801.320	172426.002	43.500	1.8509	-1.2310	-0.6990	0.0140	0.0150	0.0150
645	-46802.093	172428.999	43.500	1.8438	-1.2400	-0.7000	0.0140	0.0150	0.0150
646	-46802.843	172431.812	43.500	1.8369	-1.2200	-0.7094	0.0140	0.0150	0.0150
647	-46803.593	172434.747	43.500	1.8309	-1.2457	-0.7686	0.0140	0.0150	0.0150
648	-46804.343	172437.683	43.500	1.8264	-1.2009	-0.7045	0.0140	0.0150	0.0150
649	-46805.000	172440.525	43.500	1.8250	-1.2400	-0.6700	0.0140	0.0150	0.0150
650	-46805.820	172443.492	43.500	1.8240	-1.2200	-0.6981	0.0140	0.0150	0.0150
651	-46806.477	172446.397	43.400	1.8230	-1.2731	-0.7177	0.0140	0.0150	0.0150
652	-46807.250	172449.240	43.400	1.8228	-1.1590	-0.6714	0.0140	0.0150	0.0150
653	-46807.908	172452.052	43.400	1.8237	-1.1694	-0.6304	0.0140	0.0150	0.0150
